age,gender,split,final,hours,minutes,seconds,total_minutes
42,"M","01:56:10","04:37:53",4,37,53,277.8833
27,"M","01:49:52","04:37:53",4,37,53,277.8833
43,"M","01:55:20","04:37:54",4,37,54,277.9
69,"M","02:04:14","04:37:54",4,37,54,277.9
36,"M","01:53:56","04:37:54",4,37,54,277.9
50,"W","01:58:53","04:37:54",4,37,54,277.9
33,"W","02:02:33","04:37:54",4,37,54,277.9
49,"M","02:01:57","04:37:54",4,37,54,277.9
44,"M","02:01:56","04:37:54",4,37,54,277.9
52,"M","01:46:27","04:37:54",4,37,54,277.9
59,"M","02:06:41","04:37:55",4,37,55,277.9167
51,"M","02:07:32","04:37:55",4,37,55,277.9167
37,"W","02:00:48","04:37:56",4,37,56,277.9333
34,"M","02:01:36","04:37:56",4,37,56,277.9333
36,"W","01:59:37","04:37:56",4,37,56,277.9333
36,"M","01:57:31","04:37:56",4,37,56,277.9333
41,"M","02:01:17","04:37:56",4,37,56,277.9333
32,"M","01:54:00","04:37:56",4,37,56,277.9333
38,"M","01:54:26","04:37:57",4,37,57,277.95
50,"M","02:02:28","04:37:57",4,37,57,277.95
49,"W","02:04:22","04:37:57",4,37,57,277.95
35,"W","01:59:11","04:37:57",4,37,57,277.95
53,"W","02:09:01","04:37:57",4,37,57,277.95
43,"W","02:09:14","04:37:58",4,37,58,277.9667
41,"W","01:55:30","04:37:58",4,37,58,277.9667
30,"M","02:10:10","04:37:58",4,37,58,277.9667
43,"M","01:56:54","04:37:58",4,37,58,277.9667
41,"M","02:00:01","04:37:59",4,37,59,277.9833
44,"M","01:59:30","04:37:59",4,37,59,277.9833
38,"M","02:01:39","04:37:59",4,37,59,277.9833
51,"W","01:59:37","04:37:59",4,37,59,277.9833
38,"W","02:03:47","04:37:59",4,37,59,277.9833
28,"W","01:57:56","04:38:00",4,38,0,278
36,"W","02:04:13","04:38:00",4,38,0,278
52,"M","01:56:48","04:38:01",4,38,1,278.0167
50,"M","02:07:34","04:38:01",4,38,1,278.0167
57,"M","02:00:59","04:38:01",4,38,1,278.0167
36,"W","01:57:10","04:38:02",4,38,2,278.0333
26,"W","02:07:18","04:38:02",4,38,2,278.0333
26,"M","01:52:44","04:38:03",4,38,3,278.05
46,"M","01:56:03","04:38:03",4,38,3,278.05
23,"W","02:06:55","04:38:03",4,38,3,278.05
51,"M","01:52:51","04:38:03",4,38,3,278.05
58,"M","02:01:28","04:38:03",4,38,3,278.05
48,"M","01:59:15","04:38:03",4,38,3,278.05
33,"W","02:02:46","04:38:04",4,38,4,278.0667
44,"M","01:55:01","04:38:04",4,38,4,278.0667
32,"M","02:06:38","04:38:04",4,38,4,278.0667
45,"M","02:01:22","04:38:04",4,38,4,278.0667
36,"M","01:51:19","04:38:04",4,38,4,278.0667
21,"M","01:59:32","04:38:05",4,38,5,278.0833
52,"M","02:01:26","04:38:05",4,38,5,278.0833
56,"M","02:01:34","04:38:05",4,38,5,278.0833
26,"M","02:07:21","04:38:05",4,38,5,278.0833
27,"M","01:54:01","04:38:05",4,38,5,278.0833
36,"W","02:04:57","04:38:06",4,38,6,278.1
58,"M","02:02:36","04:38:06",4,38,6,278.1
38,"M","02:02:50","04:38:06",4,38,6,278.1
48,"M","02:11:33","04:38:06",4,38,6,278.1
45,"W","01:56:11","04:38:06",4,38,6,278.1
30,"M","01:49:53","04:38:07",4,38,7,278.1167
44,"M","01:58:58","04:38:07",4,38,7,278.1167
35,"M","01:58:20","04:38:07",4,38,7,278.1167
34,"M","01:56:03","04:38:08",4,38,8,278.1333
22,"M","02:09:05","04:38:08",4,38,8,278.1333
41,"M","02:03:13","04:38:08",4,38,8,278.1333
35,"M","01:48:05","04:38:08",4,38,8,278.1333
31,"W","02:01:10","04:38:08",4,38,8,278.1333
47,"M","02:05:00","04:38:08",4,38,8,278.1333
34,"W","01:54:50","04:38:08",4,38,8,278.1333
32,"W","02:01:05","04:38:08",4,38,8,278.1333
38,"M","01:58:41","04:38:09",4,38,9,278.15
37,"W","01:58:19","04:38:09",4,38,9,278.15
45,"W","02:04:32","04:38:09",4,38,9,278.15
27,"M","01:55:32","04:38:09",4,38,9,278.15
28,"M","01:54:20","04:38:09",4,38,9,278.15
61,"W","02:05:40","04:38:10",4,38,10,278.1667
19,"M","02:02:59","04:38:10",4,38,10,278.1667
53,"M","01:57:23","04:38:10",4,38,10,278.1667
23,"W","01:59:17","04:38:10",4,38,10,278.1667
58,"M","02:06:12","04:38:10",4,38,10,278.1667
30,"W","02:04:19","04:38:11",4,38,11,278.1833
44,"W","01:54:24","04:38:11",4,38,11,278.1833
30,"W","01:54:38","04:38:12",4,38,12,278.2
37,"W","02:10:11","04:38:12",4,38,12,278.2
45,"M","01:57:30","04:38:12",4,38,12,278.2
43,"M","01:55:26","04:38:12",4,38,12,278.2
51,"M","02:05:29","04:38:12",4,38,12,278.2
48,"M","02:00:38","04:38:12",4,38,12,278.2
39,"M","01:54:20","04:38:12",4,38,12,278.2
54,"M","01:55:35","04:38:13",4,38,13,278.2167
43,"M","01:57:27","04:38:13",4,38,13,278.2167
30,"W","01:57:59","04:38:13",4,38,13,278.2167
28,"W","01:56:03","04:38:13",4,38,13,278.2167
40,"M","02:02:31","04:38:13",4,38,13,278.2167
30,"W","01:53:35","04:38:13",4,38,13,278.2167
37,"W","02:07:36","04:38:14",4,38,14,278.2333
70,"M","02:06:42","04:38:14",4,38,14,278.2333
54,"W","02:01:59","04:38:14",4,38,14,278.2333
34,"W","01:57:40","04:38:15",4,38,15,278.25
52,"W","02:04:20","04:38:15",4,38,15,278.25
38,"M","02:01:33","04:38:15",4,38,15,278.25
23,"W","01:55:35","04:38:15",4,38,15,278.25
27,"M","01:56:56","04:38:15",4,38,15,278.25
28,"M","02:00:01","04:38:15",4,38,15,278.25
39,"M","02:02:42","04:38:15",4,38,15,278.25
27,"W","02:01:05","04:38:15",4,38,15,278.25
39,"W","02:05:58","04:38:16",4,38,16,278.2667
53,"M","01:56:36","04:38:16",4,38,16,278.2667
54,"M","02:01:04","04:38:16",4,38,16,278.2667
42,"W","02:01:17","04:38:17",4,38,17,278.2833
52,"W","02:02:47","04:38:18",4,38,18,278.3
32,"M","01:59:20","04:38:18",4,38,18,278.3
39,"W","02:04:17","04:38:18",4,38,18,278.3
39,"M","02:03:03","04:38:19",4,38,19,278.3167
41,"M","01:54:38","04:38:19",4,38,19,278.3167
55,"W","02:06:40","04:38:19",4,38,19,278.3167
52,"M","01:53:39","04:38:19",4,38,19,278.3167
33,"M","01:52:56","04:38:19",4,38,19,278.3167
49,"M","01:59:47","04:38:19",4,38,19,278.3167
33,"W","02:05:50","04:38:20",4,38,20,278.3333
45,"M","02:02:56","04:38:20",4,38,20,278.3333
41,"M","01:53:43","04:38:20",4,38,20,278.3333
25,"M","01:55:41","04:38:20",4,38,20,278.3333
39,"M","02:06:23","04:38:20",4,38,20,278.3333
46,"M","01:46:51","04:38:20",4,38,20,278.3333
33,"M","01:58:52","04:38:21",4,38,21,278.35
45,"M","02:05:31","04:38:21",4,38,21,278.35
43,"M","01:56:10","04:38:21",4,38,21,278.35
34,"M","02:03:29","04:38:21",4,38,21,278.35
55,"M","02:03:10","04:38:22",4,38,22,278.3667
34,"M","02:00:39","04:38:22",4,38,22,278.3667
35,"M","01:53:16","04:38:22",4,38,22,278.3667
35,"W","01:51:39","04:38:22",4,38,22,278.3667
28,"W","02:05:50","04:38:22",4,38,22,278.3667
52,"M","01:57:07","04:38:23",4,38,23,278.3833
52,"M","01:58:15","04:38:23",4,38,23,278.3833
28,"M","01:55:36","04:38:23",4,38,23,278.3833
32,"W","02:04:49","04:38:23",4,38,23,278.3833
51,"W","02:06:31","04:38:24",4,38,24,278.4
31,"M","01:57:35","04:38:24",4,38,24,278.4
54,"M","01:56:07","04:38:24",4,38,24,278.4
24,"M","01:59:10","04:38:25",4,38,25,278.4167
48,"M","02:00:06","04:38:25",4,38,25,278.4167
51,"W","02:00:51","04:38:25",4,38,25,278.4167
40,"M","01:59:59","04:38:25",4,38,25,278.4167
30,"W","01:57:55","04:38:25",4,38,25,278.4167
36,"W","01:54:38","04:38:26",4,38,26,278.4333
27,"M","01:55:11","04:38:26",4,38,26,278.4333
37,"M","02:05:05","04:38:26",4,38,26,278.4333
40,"M","01:56:33","04:38:26",4,38,26,278.4333
53,"M","01:58:04","04:38:27",4,38,27,278.45
54,"M","01:54:41","04:38:28",4,38,28,278.4667
45,"M","01:59:17","04:38:28",4,38,28,278.4667
44,"M","02:05:16","04:38:29",4,38,29,278.4833
47,"M","01:48:29","04:38:29",4,38,29,278.4833
43,"M","02:00:21","04:38:29",4,38,29,278.4833
34,"M","02:06:09","04:38:29",4,38,29,278.4833
37,"W","02:06:31","04:38:29",4,38,29,278.4833
40,"M","01:57:01","04:38:30",4,38,30,278.5
44,"M","02:00:27","04:38:30",4,38,30,278.5
33,"M","01:56:13","04:38:30",4,38,30,278.5
23,"M","02:03:58","04:38:31",4,38,31,278.5167
32,"M","01:52:13","04:38:31",4,38,31,278.5167
48,"M","02:01:27","04:38:31",4,38,31,278.5167
37,"M","01:49:18","04:38:32",4,38,32,278.5333
22,"M","01:57:25","04:38:32",4,38,32,278.5333
45,"M","01:52:22","04:38:32",4,38,32,278.5333
39,"M","01:58:29","04:38:33",4,38,33,278.55
35,"M","02:03:54","04:38:33",4,38,33,278.55
44,"M","02:05:15","04:38:33",4,38,33,278.55
27,"W","02:02:32","04:38:33",4,38,33,278.55
53,"M","01:56:03","04:38:33",4,38,33,278.55
24,"W","02:00:15","04:38:34",4,38,34,278.5667
23,"M","01:58:33","04:38:35",4,38,35,278.5833
40,"W","01:56:04","04:38:35",4,38,35,278.5833
45,"M","01:55:30","04:38:35",4,38,35,278.5833
20,"M","01:52:54","04:38:36",4,38,36,278.6
40,"M","01:57:36","04:38:36",4,38,36,278.6
30,"W","02:00:26","04:38:36",4,38,36,278.6
55,"M","01:55:49","04:38:36",4,38,36,278.6
37,"M","01:47:57","04:38:36",4,38,36,278.6
41,"W","02:04:59","04:38:37",4,38,37,278.6167
26,"M","02:14:01","04:38:37",4,38,37,278.6167
46,"M","01:59:54","04:38:38",4,38,38,278.6333
44,"M","02:03:04","04:38:38",4,38,38,278.6333
40,"M","02:07:50","04:38:38",4,38,38,278.6333
36,"M","02:01:49","04:38:39",4,38,39,278.65
34,"M","02:05:23","04:38:40",4,38,40,278.6667
43,"M","01:55:14","04:38:40",4,38,40,278.6667
53,"M","02:04:38","04:38:40",4,38,40,278.6667
43,"M","01:53:59","04:38:40",4,38,40,278.6667
35,"W","02:04:02","04:38:41",4,38,41,278.6833
36,"M","02:01:46","04:38:41",4,38,41,278.6833
51,"M","02:02:32","04:38:41",4,38,41,278.6833
28,"M","01:50:55","04:38:41",4,38,41,278.6833
39,"M","01:53:15","04:38:41",4,38,41,278.6833
36,"M","01:48:52","04:38:41",4,38,41,278.6833
41,"M","01:48:37","04:38:42",4,38,42,278.7
52,"W","01:57:33","04:38:42",4,38,42,278.7
51,"M","01:55:24","04:38:43",4,38,43,278.7167
37,"M","02:03:27","04:38:43",4,38,43,278.7167
51,"W","02:06:20","04:38:43",4,38,43,278.7167
36,"M","01:56:12","04:38:43",4,38,43,278.7167
35,"M","02:04:27","04:38:43",4,38,43,278.7167
56,"M","01:56:24","04:38:44",4,38,44,278.7333
47,"M","01:53:40","04:38:44",4,38,44,278.7333
45,"W","02:10:08","04:38:44",4,38,44,278.7333
37,"W","01:53:36","04:38:44",4,38,44,278.7333
50,"M","02:05:08","04:38:44",4,38,44,278.7333
27,"M","02:02:02","04:38:45",4,38,45,278.75
50,"M","01:58:58","04:38:45",4,38,45,278.75
48,"M","02:05:31","04:38:45",4,38,45,278.75
33,"M","01:58:58","04:38:45",4,38,45,278.75
49,"M","01:54:52","04:38:45",4,38,45,278.75
40,"W","01:57:47","04:38:46",4,38,46,278.7667
32,"M","01:53:22","04:38:46",4,38,46,278.7667
32,"M","01:59:25","04:38:47",4,38,47,278.7833
26,"W","01:55:19","04:38:47",4,38,47,278.7833
34,"W","02:04:25","04:38:47",4,38,47,278.7833
41,"M","02:01:58","04:38:47",4,38,47,278.7833
53,"W","01:55:38","04:38:48",4,38,48,278.8
46,"M","02:03:04","04:38:48",4,38,48,278.8
39,"M","02:06:41","04:38:48",4,38,48,278.8
46,"W","02:00:01","04:38:48",4,38,48,278.8
44,"M","02:04:56","04:38:48",4,38,48,278.8
39,"M","01:58:59","04:38:49",4,38,49,278.8167
26,"W","02:07:01","04:38:49",4,38,49,278.8167
48,"W","01:53:29","04:38:49",4,38,49,278.8167
20,"W","02:02:41","04:38:49",4,38,49,278.8167
41,"M","01:56:04","04:38:50",4,38,50,278.8333
34,"M","02:03:28","04:38:50",4,38,50,278.8333
41,"M","02:03:27","04:38:50",4,38,50,278.8333
52,"M","01:47:57","04:38:50",4,38,50,278.8333
43,"M","02:02:20","04:38:50",4,38,50,278.8333
49,"M","01:57:43","04:38:51",4,38,51,278.85
49,"M","01:57:54","04:38:51",4,38,51,278.85
35,"W","02:09:56","04:38:51",4,38,51,278.85
54,"M","02:00:10","04:38:51",4,38,51,278.85
38,"M","01:55:32","04:38:51",4,38,51,278.85
19,"M","02:02:20","04:38:51",4,38,51,278.85
45,"M","02:01:57","04:38:52",4,38,52,278.8667
56,"M","02:07:34","04:38:52",4,38,52,278.8667
45,"W","01:59:01","04:38:53",4,38,53,278.8833
33,"W","02:02:11","04:38:53",4,38,53,278.8833
47,"M","01:56:01","04:38:53",4,38,53,278.8833
31,"W","02:04:23","04:38:54",4,38,54,278.9
51,"M","02:05:40","04:38:54",4,38,54,278.9
39,"M","02:00:33","04:38:54",4,38,54,278.9
62,"W","02:01:12","04:38:54",4,38,54,278.9
24,"M","01:57:32","04:38:55",4,38,55,278.9167
27,"M","02:03:26","04:38:55",4,38,55,278.9167
37,"M","01:59:08","04:38:55",4,38,55,278.9167
38,"M","01:51:28","04:38:55",4,38,55,278.9167
70,"M","02:14:06","04:38:56",4,38,56,278.9333
46,"M","02:06:38","04:38:56",4,38,56,278.9333
52,"M","01:45:54","04:38:56",4,38,56,278.9333
33,"M","01:48:53","04:38:56",4,38,56,278.9333
50,"M","02:02:03","04:38:56",4,38,56,278.9333
51,"M","02:07:48","04:38:56",4,38,56,278.9333
58,"W","02:03:38","04:38:56",4,38,56,278.9333
43,"W","01:55:06","04:38:56",4,38,56,278.9333
33,"M","01:57:34","04:38:57",4,38,57,278.95
31,"M","01:49:37","04:38:57",4,38,57,278.95
47,"M","01:51:01","04:38:57",4,38,57,278.95
36,"W","01:57:39","04:38:57",4,38,57,278.95
39,"M","01:47:29","04:38:57",4,38,57,278.95
39,"M","01:56:54","04:38:57",4,38,57,278.95
24,"M","02:02:13","04:38:57",4,38,57,278.95
53,"M","01:50:40","04:38:57",4,38,57,278.95
50,"M","02:01:49","04:38:57",4,38,57,278.95
40,"W","01:58:14","04:38:57",4,38,57,278.95
47,"M","01:54:06","04:38:58",4,38,58,278.9667
41,"M","01:55:47","04:38:58",4,38,58,278.9667
31,"M","01:55:52","04:38:58",4,38,58,278.9667
43,"M","02:00:48","04:38:58",4,38,58,278.9667
52,"M","02:06:07","04:38:59",4,38,59,278.9833
53,"M","01:55:05","04:38:59",4,38,59,278.9833
42,"M","01:53:13","04:38:59",4,38,59,278.9833
45,"M","02:06:48","04:38:59",4,38,59,278.9833
37,"M","02:01:33","04:38:59",4,38,59,278.9833
36,"M","02:01:58","04:38:59",4,38,59,278.9833
38,"W","02:01:54","04:39:00",4,39,0,279
40,"W","02:10:26","04:39:00",4,39,0,279
45,"M","01:57:03","04:39:00",4,39,0,279
41,"W","02:06:07","04:39:00",4,39,0,279
45,"M","01:50:09","04:39:01",4,39,1,279.0167
57,"M","01:53:44","04:39:01",4,39,1,279.0167
31,"M","02:01:49","04:39:01",4,39,1,279.0167
25,"W","02:08:21","04:39:01",4,39,1,279.0167
49,"M","02:06:51","04:39:01",4,39,1,279.0167
41,"M","01:56:30","04:39:01",4,39,1,279.0167
49,"M","02:06:14","04:39:02",4,39,2,279.0333
57,"M","01:58:47","04:39:02",4,39,2,279.0333
31,"W","02:01:34","04:39:02",4,39,2,279.0333
33,"M","02:06:52","04:39:02",4,39,2,279.0333
45,"W","01:59:22","04:39:02",4,39,2,279.0333
57,"M","02:06:20","04:39:03",4,39,3,279.05
49,"M","02:07:31","04:39:03",4,39,3,279.05
50,"M","01:53:07","04:39:03",4,39,3,279.05
30,"W","02:05:24","04:39:03",4,39,3,279.05
41,"W","02:02:57","04:39:04",4,39,4,279.0667
42,"W","02:12:59","04:39:04",4,39,4,279.0667
35,"M","02:09:18","04:39:04",4,39,4,279.0667
48,"M","01:59:00","04:39:04",4,39,4,279.0667
34,"M","02:01:09","04:39:04",4,39,4,279.0667
39,"M","01:59:22","04:39:05",4,39,5,279.0833
33,"M","01:59:43","04:39:05",4,39,5,279.0833
48,"M","01:51:20","04:39:06",4,39,6,279.1
36,"M","01:54:32","04:39:06",4,39,6,279.1
46,"M","01:54:42","04:39:06",4,39,6,279.1
35,"M","02:03:23","04:39:07",4,39,7,279.1167
28,"W","01:56:49","04:39:07",4,39,7,279.1167
56,"W","02:05:52","04:39:07",4,39,7,279.1167
37,"M","01:56:20","04:39:07",4,39,7,279.1167
42,"M","02:00:45","04:39:07",4,39,7,279.1167
43,"M","01:56:45","04:39:07",4,39,7,279.1167
46,"M","02:04:21","04:39:08",4,39,8,279.1333
40,"M","01:53:48","04:39:08",4,39,8,279.1333
31,"W","02:02:41","04:39:08",4,39,8,279.1333
44,"M","01:54:41","04:39:08",4,39,8,279.1333
41,"M","02:05:44","04:39:08",4,39,8,279.1333
36,"M","01:53:58","04:39:08",4,39,8,279.1333
43,"M","02:07:02","04:39:08",4,39,8,279.1333
31,"M","01:56:33","04:39:08",4,39,8,279.1333
39,"M","01:58:44","04:39:08",4,39,8,279.1333
44,"W","02:03:22","04:39:09",4,39,9,279.15
43,"W","02:06:44","04:39:09",4,39,9,279.15
47,"M","01:59:32","04:39:09",4,39,9,279.15
47,"W","02:06:34","04:39:10",4,39,10,279.1667
38,"M","02:01:54","04:39:10",4,39,10,279.1667
30,"M","01:56:12","04:39:10",4,39,10,279.1667
35,"M","02:01:25","04:39:10",4,39,10,279.1667
44,"M","01:54:06","04:39:10",4,39,10,279.1667
49,"M","01:49:47","04:39:10",4,39,10,279.1667
40,"M","02:00:11","04:39:10",4,39,10,279.1667
50,"M","02:01:02","04:39:11",4,39,11,279.1833
27,"M","01:54:07","04:39:11",4,39,11,279.1833
43,"M","02:05:28","04:39:11",4,39,11,279.1833
24,"W","02:00:45","04:39:12",4,39,12,279.2
49,"M","01:58:32","04:39:12",4,39,12,279.2
47,"W","02:10:25","04:39:12",4,39,12,279.2
58,"M","01:48:28","04:39:13",4,39,13,279.2167
33,"M","01:53:12","04:39:14",4,39,14,279.2333
42,"M","01:54:28","04:39:14",4,39,14,279.2333
58,"M","01:57:16","04:39:14",4,39,14,279.2333
25,"W","01:54:48","04:39:14",4,39,14,279.2333
26,"M","01:53:36","04:39:14",4,39,14,279.2333
34,"W","02:04:15","04:39:14",4,39,14,279.2333
35,"M","01:59:43","04:39:14",4,39,14,279.2333
35,"M","02:06:07","04:39:15",4,39,15,279.25
47,"M","01:55:56","04:39:15",4,39,15,279.25
43,"M","02:03:04","04:39:15",4,39,15,279.25
44,"M","02:10:06","04:39:15",4,39,15,279.25
49,"W","01:58:29","04:39:15",4,39,15,279.25
43,"W","02:08:14","04:39:15",4,39,15,279.25
60,"M","02:04:00","04:39:15",4,39,15,279.25
36,"M","02:06:58","04:39:16",4,39,16,279.2667
49,"M","01:58:27","04:39:16",4,39,16,279.2667
40,"M","02:01:31","04:39:16",4,39,16,279.2667
53,"M","02:06:27","04:39:16",4,39,16,279.2667
32,"W","02:07:54","04:39:16",4,39,16,279.2667
50,"M","01:57:12","04:39:17",4,39,17,279.2833
36,"M","02:04:47","04:39:17",4,39,17,279.2833
48,"M","01:53:05","04:39:17",4,39,17,279.2833
49,"M","02:03:20","04:39:17",4,39,17,279.2833
41,"M","01:55:05","04:39:17",4,39,17,279.2833
33,"M","02:05:25","04:39:17",4,39,17,279.2833
35,"W","02:06:10","04:39:17",4,39,17,279.2833
44,"M","01:56:54","04:39:17",4,39,17,279.2833
42,"W","02:05:25","04:39:18",4,39,18,279.3
27,"W","02:08:24","04:39:18",4,39,18,279.3
25,"W","02:00:17","04:39:18",4,39,18,279.3
20,"M","01:50:51","04:39:19",4,39,19,279.3167
37,"M","02:08:41","04:39:19",4,39,19,279.3167
44,"W","02:09:34","04:39:19",4,39,19,279.3167
39,"M","01:57:26","04:39:20",4,39,20,279.3333
43,"M","01:57:19","04:39:20",4,39,20,279.3333
52,"M","01:56:50","04:39:20",4,39,20,279.3333
40,"M","01:51:19","04:39:20",4,39,20,279.3333
41,"W","01:56:48","04:39:20",4,39,20,279.3333
55,"M","01:55:20","04:39:21",4,39,21,279.35
49,"M","02:05:11","04:39:21",4,39,21,279.35
33,"M","02:03:14","04:39:21",4,39,21,279.35
66,"M","02:07:17","04:39:21",4,39,21,279.35
33,"M","01:56:53","04:39:22",4,39,22,279.3667
39,"M","01:58:22","04:39:22",4,39,22,279.3667
48,"M","02:01:22","04:39:22",4,39,22,279.3667
26,"W","02:06:29","04:39:22",4,39,22,279.3667
36,"W","02:02:44","04:39:23",4,39,23,279.3833
42,"M","01:58:24","04:39:24",4,39,24,279.4
60,"M","02:03:05","04:39:24",4,39,24,279.4
35,"W","01:53:47","04:39:24",4,39,24,279.4
25,"W","02:01:06","04:39:24",4,39,24,279.4
54,"M","02:02:58","04:39:25",4,39,25,279.4167
35,"M","01:48:00","04:39:25",4,39,25,279.4167
55,"M","01:58:18","04:39:25",4,39,25,279.4167
38,"W","02:13:36","04:39:26",4,39,26,279.4333
49,"M","01:58:08","04:39:26",4,39,26,279.4333
43,"W","01:55:06","04:39:26",4,39,26,279.4333
42,"M","01:57:28","04:39:26",4,39,26,279.4333
32,"W","01:57:42","04:39:26",4,39,26,279.4333
51,"M","02:09:56","04:39:27",4,39,27,279.45
26,"W","01:58:09","04:39:28",4,39,28,279.4667
29,"W","01:56:26","04:39:29",4,39,29,279.4833
25,"W","02:02:01","04:39:29",4,39,29,279.4833
28,"W","02:11:54","04:39:29",4,39,29,279.4833
46,"M","01:58:43","04:39:29",4,39,29,279.4833
45,"M","01:58:13","04:39:30",4,39,30,279.5
36,"W","02:00:55","04:39:30",4,39,30,279.5
40,"W","02:06:46","04:39:30",4,39,30,279.5
40,"W","02:00:34","04:39:30",4,39,30,279.5
45,"M","02:06:02","04:39:30",4,39,30,279.5
38,"W","01:57:00","04:39:30",4,39,30,279.5
65,"M","02:02:29","04:39:31",4,39,31,279.5167
58,"M","02:15:29","04:39:31",4,39,31,279.5167
25,"W","01:58:42","04:39:32",4,39,32,279.5333
29,"M","02:01:24","04:39:32",4,39,32,279.5333
40,"M","01:56:08","04:39:32",4,39,32,279.5333
42,"M","01:57:35","04:39:32",4,39,32,279.5333
51,"M","02:03:10","04:39:32",4,39,32,279.5333
38,"W","01:55:31","04:39:33",4,39,33,279.55
47,"W","01:59:49","04:39:33",4,39,33,279.55
32,"M","01:48:52","04:39:33",4,39,33,279.55
57,"M","02:10:14","04:39:33",4,39,33,279.55
43,"M","02:02:28","04:39:33",4,39,33,279.55
48,"M","01:54:30","04:39:33",4,39,33,279.55
18,"M","02:04:33","04:39:34",4,39,34,279.5667
62,"M","02:02:28","04:39:34",4,39,34,279.5667
39,"W","02:06:02","04:39:34",4,39,34,279.5667
65,"M","01:59:04","04:39:34",4,39,34,279.5667
30,"M","01:54:23","04:39:35",4,39,35,279.5833
23,"M","01:52:54","04:39:35",4,39,35,279.5833
49,"W","02:02:39","04:39:35",4,39,35,279.5833
34,"M","01:59:22","04:39:35",4,39,35,279.5833
46,"W","02:06:21","04:39:35",4,39,35,279.5833
28,"W","02:08:16","04:39:35",4,39,35,279.5833
43,"M","01:52:13","04:39:35",4,39,35,279.5833
41,"W","02:07:58","04:39:35",4,39,35,279.5833
47,"M","02:04:56","04:39:36",4,39,36,279.6
40,"M","01:55:20","04:39:36",4,39,36,279.6
48,"M","02:01:12","04:39:36",4,39,36,279.6
35,"M","02:00:05","04:39:36",4,39,36,279.6
31,"W","02:04:38","04:39:36",4,39,36,279.6
33,"M","01:56:16","04:39:36",4,39,36,279.6
37,"W","01:59:20","04:39:36",4,39,36,279.6
41,"M","01:58:55","04:39:37",4,39,37,279.6167
35,"M","01:56:39","04:39:37",4,39,37,279.6167
35,"W","02:03:23","04:39:38",4,39,38,279.6333
48,"M","01:58:39","04:39:38",4,39,38,279.6333
43,"M","02:02:17","04:39:38",4,39,38,279.6333
33,"M","01:46:35","04:39:39",4,39,39,279.65
47,"M","02:11:58","04:39:39",4,39,39,279.65
63,"W","02:04:27","04:39:39",4,39,39,279.65
35,"M","02:01:06","04:39:39",4,39,39,279.65
39,"M","01:56:41","04:39:39",4,39,39,279.65
42,"W","02:03:20","04:39:40",4,39,40,279.6667
57,"M","01:59:35","04:39:41",4,39,41,279.6833
44,"W","02:19:08","04:39:41",4,39,41,279.6833
30,"W","01:58:05","04:39:41",4,39,41,279.6833
43,"W","02:03:03","04:39:41",4,39,41,279.6833
29,"W","01:58:25","04:39:41",4,39,41,279.6833
41,"M","01:55:00","04:39:42",4,39,42,279.7
43,"W","02:06:10","04:39:42",4,39,42,279.7
44,"W","01:57:30","04:39:42",4,39,42,279.7
29,"M","01:58:57","04:39:42",4,39,42,279.7
60,"M","01:57:57","04:39:43",4,39,43,279.7167
51,"M","02:06:04","04:39:43",4,39,43,279.7167
50,"M","01:55:33","04:39:43",4,39,43,279.7167
38,"M","01:59:05","04:39:44",4,39,44,279.7333
35,"M","02:03:50","04:39:44",4,39,44,279.7333
27,"W","02:08:40","04:39:44",4,39,44,279.7333
44,"M","02:00:29","04:39:45",4,39,45,279.75
50,"M","01:58:18","04:39:45",4,39,45,279.75
43,"W","01:51:39","04:39:45",4,39,45,279.75
38,"W","01:57:47","04:39:46",4,39,46,279.7667
33,"W","02:07:49","04:39:46",4,39,46,279.7667
51,"M","01:55:05","04:39:46",4,39,46,279.7667
24,"W","02:11:25","04:39:46",4,39,46,279.7667
37,"W","02:01:16","04:39:46",4,39,46,279.7667
30,"W","01:58:11","04:39:46",4,39,46,279.7667
52,"M","02:07:27","04:39:46",4,39,46,279.7667
37,"M","01:57:45","04:39:47",4,39,47,279.7833
33,"M","02:02:54","04:39:47",4,39,47,279.7833
53,"W","02:02:49","04:39:47",4,39,47,279.7833
51,"M","02:00:19","04:39:47",4,39,47,279.7833
40,"M","02:03:16","04:39:47",4,39,47,279.7833
29,"W","01:55:48","04:39:47",4,39,47,279.7833
34,"M","01:58:32","04:39:47",4,39,47,279.7833
31,"W","01:58:44","04:39:47",4,39,47,279.7833
43,"W","01:57:22","04:39:48",4,39,48,279.8
33,"W","02:03:52","04:39:48",4,39,48,279.8
45,"W","01:59:09","04:39:48",4,39,48,279.8
46,"M","01:54:19","04:39:48",4,39,48,279.8
27,"W","01:58:44","04:39:48",4,39,48,279.8
47,"M","01:58:50","04:39:48",4,39,48,279.8
19,"M","01:57:55","04:39:49",4,39,49,279.8167
45,"M","01:57:33","04:39:49",4,39,49,279.8167
27,"M","01:53:53","04:39:49",4,39,49,279.8167
32,"M","02:04:35","04:39:50",4,39,50,279.8333
31,"M","01:59:11","04:39:50",4,39,50,279.8333
28,"M","01:56:16","04:39:50",4,39,50,279.8333
24,"M","02:01:44","04:39:51",4,39,51,279.85
43,"M","02:08:31","04:39:51",4,39,51,279.85
73,"M","02:09:41","04:39:51",4,39,51,279.85
