test_score,family_income,enrolled,graduated_college,round_test_score
-13.02714,-207609.3,0,0,-14
-5.921654,458246.1,0,0,-6
-12.4004,155279.9,0,1,-13
-3.350899,-76682.41,1,1,-4
-21.16975,-239273.1,1,1,-22
19.37594,291325.7,1,1,19
-7.51899,179293.9,0,1,-8
-10.15553,152620.7,1,1,-11
-9.043747,120642.8,0,1,-10
4.920898,-111975.3,1,1,4
-23.68291,-51394.29,0,1,-24
-23.70315,-229380.6,1,0,-24
-4.460777,243075.1,1,0,-5
6.913658,-600089.6,0,0,6
-13.56964,267201.9,0,0,-14
-10.55537,24630.8,1,1,-11
6.680542,659924.5,1,1,6
.6136932,275361.8,0,0,0
3.402313,-194393.9,1,1,3
-6.381424,129172.1,0,1,-7
-12.55597,-195721.7,1,1,-13
-8.090443,-322590.3,0,1,-9
-36.52486,-252942.5,0,1,-37
-6.946655,310011.8,0,0,-7
-4.316483,531092.4,1,1,-5
7.173203,65770.99,0,1,7
-13.77979,330469,1,0,-14
-8.084831,120415.2,0,1,-9
-18.68865,-206726.9,0,1,-19
1.682823,240034.8,0,0,1
-20.9385,-285729.5,0,1,-21
-21.38514,427860.3,1,0,-22
-.2387161,-2548.287,0,1,-1
-16.36643,6789.978,1,1,-17
13.09006,240963.6,1,0,13
-9.651867,477878.4,0,0,-10
-6.599686,241621.1,1,0,-7
-22.09821,250538.3,0,0,-23
-1.323402,523354.6,1,1,-2
-13.48958,17493.56,1,0,-14
-20.36363,585732.9,0,1,-21
-11.82338,168770,1,1,-12
-3.920403,208859,1,1,-4
-24.68759,-395245.6,1,0,-25
-15.69075,15134.1,1,1,-16
10.01713,405730.6,0,0,10
-19.04324,-86940.99,0,0,-20
8.451462,40840.66,1,0,8
.8955688,194844.3,1,1,0
7.991203,-129239.9,1,1,7
-8.825794,16739.89,1,1,-9
18.00231,445646.3,1,0,18
-6.025726,470043.4,1,1,-7
-5.2826,669784,1,0,-6
-14.79173,-236106,0,0,-15
-30.65349,-134523.4,1,1,-31
-3.73645,407614.3,0,0,-4
-10.19209,194889.6,0,1,-11
2.931717,120155.2,1,1,2
7.335205,377648.3,1,1,7
6.27681,173948.6,1,1,6
10.39618,403579.3,0,0,10
-25.74735,588232.7,1,1,-26
-14.40672,-239093.4,0,1,-15
15.83922,315437.3,1,1,15
-13.56893,154345.6,1,1,-14
-21.85118,214792.9,1,0,-22
30.20687,217800.6,1,0,30
2.853111,383791.9,0,1,2
-4.235916,472026.7,0,1,-5
-34.7225,-435466.1,0,0,-35
-10.62223,-107285.7,0,0,-11
-30.43393,367876.6,0,1,-31
-9.957249,127122.3,1,1,-10
3.880753,170705.2,0,0,3
-18.59816,223275.6,0,1,-19
-.0648575,104067.4,0,0,-1
-9.554245,336662,1,0,-10
-9.894817,-446620.5,0,1,-10
3.050621,-15214.61,1,1,3
7.795517,631603.5,1,1,7
-4.636391,215254.7,0,0,-5
-26.51323,4389.924,1,1,-27
30.43582,271733.6,1,0,30
-18.3147,-154786.3,0,0,-19
-6.61586,-465202.3,0,0,-7
-24.99828,460882.5,0,1,-25
-12.02985,171466.8,0,0,-13
2.795456,-15746.15,1,1,2
-13.83583,-167334.5,0,0,-14
6.496338,-22720.5,1,1,6
-7.761391,99057.23,0,1,-8
-20.25444,-215402,1,1,-21
-2.69529,279738.1,1,1,-3
-5.744331,306033,0,0,-6
-16.3319,155906.2,0,0,-17
6.784622,602393.9,0,1,6
2.970207,659467.4,1,1,2
4.036301,199665.8,1,0,4
1.421997,406170,1,1,1
8.777596,453117.6,1,1,8
-27.14269,743624.3,0,1,-28
-5.945709,-61195.42,0,0,-6
11.00503,208771.2,1,1,11
-6.021118,232518.1,0,1,-7
-6.58371,257643.5,0,0,-7
-12.27908,53772.84,0,1,-13
-17.79084,86883.1,0,1,-18
-18.39968,314569.5,0,0,-19
-5.17395,50737.48,1,1,-6
-19.13357,-142032.4,1,1,-20
-3.921616,-16728.37,1,0,-4
3.738228,-85884.24,1,1,3
-4.18718,103530.4,0,1,-5
-12.77648,-366656.5,1,1,-13
-27.54454,135592.5,0,1,-28
-25.76466,-3045.707,0,1,-26
-20.32148,405078.3,0,0,-21
-.1776276,-26245.22,1,1,-1
-12.60815,-51761.55,1,0,-13
-20.04014,69861.52,0,1,-21
7.463036,511450.5,1,1,7
-1.692993,-64614.2,1,0,-2
-4.554909,239052.8,0,0,-5
11.17378,141038.2,1,0,11
6.999763,-199055.2,0,1,6
3.699898,270156.1,1,1,3
-26.30884,135011.8,0,0,-27
5.019142,38694.32,1,1,5
4.822899,358142.8,1,1,4
-1.849052,484246.7,0,0,-2
-7.229996,-641196.3,1,0,-8
-22.64206,559696.6,1,1,-23
-20.03253,-213571.5,0,1,-21
-11.7286,-170150.6,0,0,-12
-11.70678,465842.7,0,1,-12
2.879128,-167026.9,1,0,2
-28.47515,4893.674,0,1,-29
-8.503494,424586.6,0,0,-9
-37.57771,-396278.1,0,1,-38
-13.08512,-495600.4,0,0,-14
9.69558,176656.1,1,1,9
-3.372383,49942.07,0,0,-4
-14.12837,42008.54,1,0,-15
17.2284,443746.1,1,0,17
-35.57067,-401016.5,0,0,-36
5.951935,-573149.9,1,1,5
7.505226,575280.4,1,1,7
-5.422974,-181031.5,0,0,-6
-12.91228,626255.5,0,0,-13
-40.56802,397639.1,0,0,-41
-6.070938,361076.6,0,1,-7
-6.495499,-209246.8,1,0,-7
-13.6029,233326.4,0,1,-14
.4692917,672583.9,1,0,0
4.572823,-147072,1,1,4
.9645538,318469,1,0,0
-10.78687,-37466.71,1,1,-11
3.09362,-31155.26,1,0,3
-20.7475,354414.4,1,1,-21
16.31014,37486.59,0,0,16
-7.906548,365132.8,0,0,-8
.3574905,-67826.25,1,1,0
.4047089,537826.1,1,1,0
-8.142281,61521.64,0,1,-9
-17.99805,42197.17,1,1,-18
-19.92504,151241,0,0,-20
7.249245,613240.8,1,1,7
-7.283554,143764,0,0,-8
-4.385452,755839.6,1,1,-5
-40.3686,549995.4,0,0,-41
.6600266,636367.3,1,1,0
-10.7457,396731.7,1,1,-11
14.02229,608787.2,1,1,14
-34.25357,177142.3,0,0,-35
-10.00959,-916.1306,0,1,-11
1.897545,388554.5,1,1,1
7.54097,11141.23,1,0,7
-29.36606,332909.7,0,0,-30
11.04823,723198.8,1,1,11
17.17249,84104.84,1,1,17
-3.662849,609438.8,1,0,-4
-10.3359,212350.9,0,1,-11
7.261269,245869.2,1,1,7
-1.107826,207770.1,0,1,-2
-25.20005,373276,1,1,-26
16.26318,-43854.92,1,1,16
13.60515,-134239,0,0,13
-9.743748,-383940.2,1,1,-10
-20.14507,232561.4,0,1,-21
-1.205482,536875.9,0,1,-2
18.2595,316056.2,1,0,18
11.53127,-327058.3,1,1,11
-7.677765,-99363.55,0,1,-8
-6.378189,-154012.8,0,1,-7
18.40617,361864.5,1,1,18
14.97143,882915.9,1,0,14
15.60579,-463273.3,1,1,15
-18.36972,-209796.8,0,1,-19
-38.92234,65291.63,0,0,-39
4.475822,186282.7,1,0,4
.0890503,366525.2,1,0,0
27.99689,548288.8,1,1,27
9.702858,236266,1,0,9
-8.733677,159669.4,0,1,-9
-6.584061,342414,0,0,-7
-8.997429,448228.5,0,1,-9
-19.96728,-92897.66,0,1,-20
8.459961,156630.5,1,1,8
-2.925987,31737.43,1,0,-3
-37.37375,-45380.25,0,0,-38
-30.57893,-15911.81,0,1,-31
-11.20974,139210.5,1,1,-12
22.79395,500116.4,1,0,22
-2.32589,533243.9,0,1,-3
.6140747,-76723.25,1,1,0
-7.922562,409138.4,0,1,-8
-24.02007,-545400.9,1,1,-25
-12.0472,-16893.11,0,0,-13
21.44676,270246,1,1,21
-14.48203,341881.3,0,1,-15
-4.162308,187100.8,0,0,-5
-13.84027,534840.1,0,1,-14
-22.01532,429399.3,1,0,-23
-11.17515,713777.2,0,1,-12
-18.36208,535053.4,0,0,-19
12.87183,190847.2,1,0,12
2.078735,381751.4,1,1,2
-12.77701,375943.6,0,0,-13
.0890503,253175.6,1,1,0
-17.0089,60625.38,0,0,-18
-.2122269,541053.8,1,1,-1
6.112137,-148986.8,0,0,6
-16.10551,386247.3,0,1,-17
-3.694908,44585.52,0,1,-4
-40.77534,426156.2,0,0,-41
-16.40005,338988.7,0,0,-17
-6.892029,-213976.7,1,1,-7
2.047928,569271.3,1,1,2
-19.04708,-337200.9,0,0,-20
-19.05642,411695.7,0,1,-20
-17.27348,642978.6,1,1,-18
-24.80671,224603.8,0,0,-25
-24.10197,21809.83,0,1,-25
-10.0368,264872.9,0,0,-11
20.11613,92182.26,1,1,20
6.68589,-130210.5,1,1,6
18.20271,596407.2,1,0,18
-7.029594,52588.55,1,1,-8
-.0336761,-313595.5,1,0,-1
-.3548737,263883.5,0,1,-1
.1735687,533334.8,1,1,0
12.87663,533577.4,1,0,12
-15.31519,-171756.7,0,1,-16
-5.306778,-10006.77,0,1,-6
16.92855,326420.6,1,1,16
1.804581,-47939.81,1,0,1
3.196503,-405947.7,0,0,3
-4.557617,609892.3,1,1,-5
-12.80148,413434.3,0,1,-13
11.45959,212525.5,1,1,11
-16.45858,34263.11,0,1,-17
-34.01038,15770.66,0,0,-35
-20.65966,280402.5,1,0,-21
-8.654209,-25151.91,0,0,-9
18.21082,229421.2,0,0,18
3.506538,-305315.9,1,0,3
5.158531,254586.4,1,0,5
10.5687,2258.135,1,1,10
-42.96177,-21560.38,0,0,-43
15.63363,-56557,0,0,15
-12.38735,-45474.48,1,0,-13
8.205185,334228.8,1,1,8
-10.82839,605686.9,1,1,-11
-30.27805,77780.13,1,1,-31
-28.00632,98052.84,0,0,-29
-9.157642,-190695.2,0,1,-10
-4.156624,263993.3,0,0,-5
-5.202385,322150.5,1,1,-6
19.86646,290802.5,1,1,19
-9.66423,180017.3,1,1,-10
-29.95939,-23803.32,1,1,-30
-31.35583,42097.27,1,0,-32
28.70356,454083.3,1,1,28
-24.99199,-122938.8,0,0,-25
1.433769,944553.2,1,1,1
-28.47593,-610298.8,0,0,-29
-31.76234,242636.5,0,0,-32
11.97268,519269.5,1,1,11
-16.89751,-57005.4,0,1,-17
11.5704,237758.6,1,1,11
-12.28917,335987.6,0,0,-13
-7.530525,600211.9,1,0,-8
-8.06451,-492360.9,0,1,-9
-3.868454,336799.9,1,1,-4
-15.61325,299524,0,0,-16
-11.36099,43987.55,1,1,-12
-13.20359,412787.2,0,0,-14
-13.30794,285918.8,0,0,-14
3.146378,13623.59,1,0,3
-12.79232,327926.1,0,0,-13
-1.572403,109493.7,0,0,-2
6.002182,735303.2,1,0,6
34.82352,509246.7,1,0,34
-7.774239,491874.7,0,1,-8
-14.48382,-76002.83,1,1,-15
19.32257,129268.3,1,1,19
-14.95166,-225106.8,0,0,-15
9.545029,378370.7,1,1,9
7.337471,199238.8,1,1,7
5.631798,-118455.9,1,1,5
-3.060104,189689.9,0,1,-4
-2.016487,418790.8,1,1,-3
4.369156,247530.2,0,1,4
-10.02426,-47848.62,0,0,-11
-5.80648,-277559.2,1,1,-6
-9.714493,96416.73,0,0,-10
3.353218,356141.8,1,0,3
-3.562225,253588.6,1,1,-4
10.07925,462213.4,1,1,10
25.26048,481685.9,1,1,25
-6.184349,31574.15,0,0,-7
-18.11046,-90922.21,0,1,-19
.5346069,399684.2,1,1,0
-9.846222,106732.8,0,1,-10
-16.11533,353959.8,0,1,-17
5.503563,555654.7,1,1,5
11.52498,-295139.3,0,1,11
-9.293934,931896.9,1,1,-10
9.487366,-346759.6,1,1,9
3.172501,178912.4,1,0,3
-33.60317,-38965.11,0,1,-34
-8.797802,513049.7,1,1,-9
11.17699,32807.03,1,1,11
-29.27504,-320462.8,0,0,-30
-11.92205,-32613.61,0,0,-12
6.734245,-100612.7,1,1,6
-15.97725,31687.98,0,1,-16
-30.17483,-57045.77,0,1,-31
-21.17839,399067,1,0,-22
9.483795,682965.5,1,1,9
3.96125,-68968.64,1,1,3
8.692284,618790.4,1,0,8
-8.34766,207854.3,1,1,-9
1.61219,-46687.96,1,0,1
-10.84628,438810.4,0,1,-11
-13.69016,171732,0,1,-14
2.525505,-391475.2,1,1,2
19.15052,-149574.6,1,1,19
-9.035229,-311792.3,1,1,-10
-11.9626,396844.4,1,1,-12
8.58091,320129.7,1,0,8
-5.088127,974718.1,0,0,-6
-21.59138,315430.1,0,0,-22
-11.92788,383902,0,1,-12
-17.80748,-270014.8,0,0,-18
-3.175789,-3143.589,0,1,-4
-3.352989,-59521.14,0,0,-4
-4.34111,-178522.8,0,0,-5
-14.87477,234041.8,0,0,-15
-3.075745,247748.2,0,1,-4
-25.08226,326148.8,0,1,-26
5.068489,475765.2,1,1,5
3.121536,64072.32,0,0,3
-4.805183,173365.4,1,1,-5
-5.469368,-108442.2,0,1,-6
-20.2989,277412.3,1,0,-21
39.42591,1002422,1,1,39
6.040321,191039.2,1,0,6
-1.208344,-434164.8,0,1,-2
-24.79836,-17604.87,0,1,-25
-25.24926,-195235.4,0,0,-26
10.73982,-112206.9,1,1,10
-31.44178,-149329.6,0,1,-32
-34.96439,682944.4,0,0,-35
2.535004,113311.4,1,1,2
-.0066071,309671.8,1,0,-1
15.06799,36079.36,1,1,15
.4537659,4243.084,0,1,0
-29.398,-328028.5,0,0,-30
-13.75262,469770.5,0,0,-14
11.21021,-68733.87,1,1,11
-13.17634,335780.6,1,1,-14
-17.17354,208910.6,0,0,-18
-27.68335,236400.3,0,0,-28
5.807175,-37655.98,1,1,5
13.27869,287396.2,1,1,13
-20.77477,-97833.27,1,0,-21
12.20329,-286646.4,1,1,12
4.690918,-202519,1,0,4
-4.848175,316768.3,0,1,-5
-7.258018,9570.317,0,1,-8
7.084831,-329463.2,1,1,7
-19.72899,204042,0,1,-20
-26.03439,226407.9,0,1,-27
-18.14278,-37236.98,0,1,-19
-8.540169,373894.8,1,1,-9
-5.952835,-451960,0,0,-6
-9.452026,41066.08,1,1,-10
.3559189,484829.9,1,0,0
-15.05376,-279479.6,0,0,-16
16.34763,-155536.5,1,1,16
-7.929665,348853.8,0,0,-8
-17.1846,-454408,0,1,-18
-8.683987,151722.4,0,0,-9
-14.13472,410396.3,0,1,-15
-19.83321,-254804.7,0,0,-20
-20.69012,491276.8,0,0,-21
12.83856,656978.6,1,0,12
-13.82943,857820.9,0,0,-14
-22.88335,192385,0,0,-23
-30.0429,132503.8,0,1,-31
.6289749,-207811.8,1,1,0
.1271286,107391.9,1,0,0
3.612694,129382.3,0,0,3
24.92324,462549.5,1,1,24
-22.62309,558588.5,0,0,-23
8.939949,-31158.5,1,0,8
10.27029,-228124.8,1,0,10
3.257874,321425.1,1,1,3
-33.21676,-3502.457,0,1,-34
-39.58932,2326.982,0,0,-40
-18.4521,-183757.6,0,0,-19
6.481796,368516.6,1,0,6
14.11696,161576.5,1,1,14
-10.14272,390570,1,1,-11
7.306244,483973.7,1,1,7
-24.5592,-192037.4,0,1,-25
13.71659,428237.2,1,0,13
10.69008,566862.3,1,1,10
11.58229,-467874.4,1,1,11
-5.773491,135715.1,0,0,-6
-12.60735,-121149,1,0,-13
-6.324677,-39347.84,0,1,-7
16.2354,526741.1,1,0,16
-13.88593,-182982.2,1,1,-14
4.001289,629908.4,0,0,4
9.413933,382509.9,1,0,9
-1.530724,210959.9,1,1,-2
6.74395,233968.9,1,1,6
-9.717625,-160326.6,0,0,-10
-2.263802,303210.8,1,1,-3
-27.69492,77255.91,0,0,-28
-20.20629,371274.8,0,1,-21
-40.26738,54768.7,0,1,-41
-4.970718,375452.1,0,1,-5
-11.32095,79162.58,0,0,-12
-1.14222,60475.38,1,1,-2
-4.252014,446776.3,0,1,-5
6.581177,464426.3,1,1,6
-19.16846,218837.5,1,1,-20
-10.27742,-254525.2,0,0,-11
-20.54906,405302.7,0,0,-21
1.999985,502816.1,1,0,1
31.15587,-31017.82,1,1,31
-26.85796,-415029.2,1,0,-27
10.74731,141715.7,1,0,10
-27.88856,418259.9,0,0,-28
1.504425,-151179,1,1,1
-13.08027,15718.38,1,0,-14
3.04921,255428.5,0,0,3
-9.874187,-127875.2,0,0,-10
1.404434,439384.3,1,1,1
-22.67338,616647.8,1,1,-23
11.23198,364970.5,1,1,11
-22.05936,425165.2,0,1,-23
39.33739,290666.6,1,0,39
-3.733109,94.90141,0,0,-4
9.476395,-74534.65,1,1,9
-21.91156,-382875.3,0,1,-22
-2.454643,-448835.4,1,0,-3
15.28589,404704.1,1,1,15
-.3643723,44302.89,0,1,-1
18.38012,-155674.5,1,0,18
16.805,197270,1,1,16
.995285,162815.2,1,1,0
-21.08797,237575.1,0,0,-22
-19.653,347532.4,0,1,-20
-3.552208,157986.9,1,0,-4
-37.49319,-268369.4,0,0,-38
-24.81886,254254.4,0,0,-25
-.7533875,-84372.51,0,0,-1
-2.067131,376690.8,1,1,-3
10.52692,783323.1,1,1,10
-15.28708,358174.7,0,0,-16
-19.8366,-171411.2,0,1,-20
6.629456,-74074.04,0,0,6
-4.00695,769764.6,1,1,-5
-23.09566,274818.5,0,1,-24
-44.88301,-512520.7,0,0,-45
13.93532,390308.2,0,0,13
7.770866,126751.4,1,1,7
13.83986,304464.7,0,1,13
-8.86282,-37453.53,1,1,-9
-17.76634,245686,0,0,-18
-19.93029,584278.3,1,0,-20
3.535515,-116659.2,0,1,3
.7993393,425074.3,1,1,0
13.2919,-19823.18,1,0,13
-23.7579,-390723.8,1,1,-24
-7.199005,-54937.8,0,0,-8
-27.8144,547199.8,1,1,-28
-18.35529,50249.02,0,1,-19
5.003059,96522.11,1,1,5
-16.02041,-270756.1,0,0,-17
-32.93246,-127498.5,0,0,-33
-11.1963,121171.6,0,0,-12
-5.88826,73026.22,0,0,-6
-17.27627,209098.3,0,0,-18
-10.86345,316528.1,0,1,-11
-17.19487,1149.028,0,0,-18
5.541992,321777.4,1,0,5
-8.169075,-164738.2,1,1,-9
-4.458611,26117.41,0,1,-5
-25.08232,-65625.96,1,1,-26
5.060745,992534.8,1,0,5
1.93116,85683.06,1,1,1
-29.16699,-79839.3,0,0,-30
-15.35596,13712.12,0,1,-16
.7883377,320653.5,1,1,0
4.157181,197823.4,0,0,4
-8.825169,212350.7,0,0,-9
-2.894791,-254222.2,0,1,-3
-15.54688,558669.5,0,0,-16
11.78651,420597.8,1,1,11
17.38302,-97616.16,1,1,17
-15.19783,627083.8,0,0,-16
13.60577,249296,1,1,13
-21.02302,111450.9,0,1,-22
-2.682594,-374663.9,0,1,-3
-32.31372,687991.3,0,1,-33
-30.67029,234461.4,0,1,-31
23.03989,14303.44,1,1,23
-3.231285,480794,0,1,-4
-41.38076,203671.7,0,0,-42
-33.73481,-422894.4,0,1,-34
4.810753,151152.7,0,0,4
-6.323608,-51257.67,0,0,-7
-23.65763,208442.1,0,0,-24
5.110001,590764.8,1,1,5
-21.8447,324695.1,0,1,-22
5.650185,160620.8,1,1,5
-.141037,19474.3,1,0,-1
28.45363,527378.8,1,0,28
-7.754585,399142.6,0,0,-8
-11.84473,-87146.2,1,1,-12
-.6248474,132510.7,1,0,-1
12.13411,226501,1,1,12
-8.221062,-5898.398,1,1,-9
16.05465,333494.9,1,1,16
15.88818,48227.02,1,0,15
1.703697,190077.2,0,0,1
26.84895,819039,1,1,26
8.815132,6885.642,1,1,8
-3.737747,-5612.65,1,1,-4
-10.68147,24782.01,1,1,-11
8.620552,433927.3,1,1,8
5.680138,339950.7,1,0,5
1.487091,-133429.3,1,1,1
16.5204,74745.91,1,1,16
-1.513298,118237.7,1,1,-2
-9.06229,25140.7,1,1,-10
-3.082466,-44954.56,0,1,-4
.0348434,646885.6,1,1,0
-14.84642,37747.4,0,1,-15
-31.08254,68169.6,0,0,-32
-2.840027,182340.2,0,1,-3
7.558884,233.4757,1,1,7
-21.61674,14804.91,0,1,-22
2.301575,-13882.53,1,1,2
-11.56941,113114.2,1,1,-12
16.71067,-117569.2,1,1,16
-1.778305,-58165.16,1,1,-2
18.52467,450525.5,1,1,18
-28.14386,752924.3,0,1,-29
-42.94657,229722.9,0,0,-43
-17.80051,167189.2,0,1,-18
-12.79112,227245.5,0,0,-13
-32.73624,-195903.7,1,0,-33
1.352745,-23803.82,1,0,1
9.558624,213007.2,1,1,9
-22.66595,153583.4,1,0,-23
-21.40999,143938.1,1,0,-22
27.3242,179764,1,1,27
5.340622,207437.9,1,0,5
12.20007,-330048.6,0,1,12
-9.525341,63285.41,0,0,-10
-10.90254,133747.3,1,0,-11
-2.377815,17588.57,1,1,-3
-2.364487,41781.71,0,1,-3
-35.79912,734090.5,0,0,-36
-40.54974,35342.27,0,1,-41
-9.839413,-89642.65,0,0,-10
-22.20251,-375256.5,1,1,-23
-17.04979,422386.5,1,1,-18
-8.693275,-379799.2,1,1,-9
4.817986,303239.7,0,1,4
-15.74908,-356634.4,0,1,-16
-20.14156,9674.797,1,1,-21
6.885445,513625,1,1,6
8.877975,-243172.8,1,1,8
-25.49466,-127066.9,0,1,-26
-25.2084,99072.98,0,0,-26
-5.130333,133315.4,1,1,-6
-2.218872,14274.54,0,0,-3
-.105423,415227.3,0,0,-1
-25.29531,395102,0,1,-26
12.7663,185437.1,1,0,12
-19.406,170063.2,0,1,-20
-10.63889,-314208.7,1,1,-11
-5.790604,-267312.2,0,0,-6
1.19931,385437.1,1,1,1
-30.26387,18102.02,0,1,-31
-18.52288,-148368.6,0,0,-19
-5.568161,-232887.3,0,0,-6
26.91061,415933.8,1,1,26
-.61026,74330.94,1,1,-1
-14.00276,477715.8,1,0,-15
-23.24748,165851.4,0,0,-24
-10.55751,5138.778,0,1,-11
-21.63663,44153.64,0,1,-22
10.05634,180123.1,0,0,10
23.61305,-194240.2,1,1,23
-.1068192,51320.88,0,1,-1
-13.1577,325259.8,1,1,-14
1.037453,2012.029,1,0,1
-14.43206,138083.6,0,1,-15
-7.414757,140666.7,1,1,-8
-21.33369,79918.16,1,0,-22
-5.947227,-125053.9,1,1,-6
-25.45223,-97043.39,0,1,-26
1.150841,448489.8,1,1,1
-23.10694,-67849.98,0,0,-24
8.52977,80059.39,1,1,8
-1.10656,436185.1,0,1,-2
-.9938965,686934.4,0,1,-1
11.40086,-138253.8,1,1,11
2.296211,-89619.02,1,1,2
-24.56218,-478048.1,1,0,-25
-9.56525,-33377.52,0,1,-10
5.391205,241428.7,0,0,5
-5.510826,-487515.3,1,0,-6
4.897346,458822.9,1,1,4
-34.43273,416988.7,0,0,-35
-17.26414,526475.5,0,1,-18
-35.86721,-173517,0,0,-36
-8.329674,349772.5,1,0,-9
-14.10009,-428630.4,0,0,-15
10.19411,23555.42,1,1,10
-16.49833,372605.8,0,0,-17
-15.50713,21907.76,1,1,-16
-11.26683,285.4256,1,0,-12
-13.14297,266066.4,1,1,-14
-15.1811,-54510.45,1,1,-16
-4.406029,-21523.96,0,0,-5
-18.86295,-197954.4,0,1,-19
-24.41856,-298487,1,0,-25
-16.79164,183882,0,0,-17
-5.758316,500429.6,1,1,-6
-12.40398,355275.5,0,0,-13
7.686584,499079.1,1,1,7
-21.71815,141549.2,1,1,-22
-18.03936,204114.9,1,1,-19
-3.137802,67230.27,0,0,-4
-16.44177,-171790.7,0,0,-17
.3578568,-185641.2,1,1,0
-4.226852,-407082,0,0,-5
-19.83967,343380.8,1,0,-20
-15.44948,225310.7,1,1,-16
-27.82861,27519.04,0,1,-28
-24.77498,49750.21,0,0,-25
-26.78726,-107183.3,0,0,-27
-5.578964,340640.8,0,1,-6
-24.65184,243693,0,0,-25
4.769493,-744596.2,1,1,4
-14.19689,145975.6,1,1,-15
22.47671,213527.7,1,1,22
-15.63028,10956.79,0,0,-16
2.179703,83873.59,1,1,2
.8300781,564522.8,0,1,0
7.803558,317902.7,1,0,7
7.674484,166578.2,0,1,7
-18.87369,51945.17,0,1,-19
1.508507,403316.7,1,1,1
18.65279,364528.8,1,1,18
29.59964,332650.7,1,0,29
-15.35306,-17532.18,0,0,-16
6.992973,357120.1,1,0,6
-6.996895,187115.4,1,1,-7
-28.03394,-36217.38,1,0,-29
6.516212,458964.9,1,1,6
9.183197,519358,1,1,9
-11.72099,312014.8,1,1,-12
22.38786,570666.1,1,1,22
4.925224,465014.2,1,1,4
-11.56301,-22564.76,0,1,-12
-4.371773,-213454.6,1,1,-5
-25.03966,126893.1,0,1,-26
-25.39689,62209.04,0,0,-26
12.36568,883287.3,1,0,12
5.435677,458158.6,1,0,5
6.927628,-330077.9,1,1,6
14.77976,-270751.6,1,1,14
17.79446,335272.8,0,1,17
-6.219315,123390.1,0,0,-7
-36.09893,275918.2,0,0,-37
28.13226,205963.3,1,1,28
15.4016,316306.1,1,1,15
2.737312,-444277.6,1,0,2
-28.53469,27510.46,0,0,-29
4.283257,8155.766,0,0,4
-.1853561,-266240.2,1,1,-1
-17.14236,-503560.7,0,0,-18
-19.21176,-55384.07,0,1,-20
-13.54353,263052.2,0,0,-14
-6.207253,229700.8,0,1,-7
26.0091,-440180.4,1,1,26
8.707848,646989.8,1,0,8
-23.13552,367941.1,0,1,-24
-6.274445,67030.27,0,0,-7
.4181137,-268459.6,1,1,0
-22.70698,-138885.7,1,1,-23
-4.125282,-412821,1,1,-5
-7.716751,-193461.6,0,1,-8
-22.84528,255308.9,0,0,-23
5.749062,-14010.23,0,0,5
9.52536,255311.4,0,1,9
-5.358482,551165.6,1,0,-6
-2.819405,85349.2,0,0,-3
-12.66693,-122015.8,0,1,-13
16.75156,1167058,1,1,16
-14.25642,-239816.8,0,0,-15
-.2212372,87991.32,0,0,-1
-27.89451,-215543.3,1,1,-28
5.410446,509621,1,1,5
-12.32707,61014.93,0,0,-13
-.8796463,745810.1,1,1,-1
-3.725616,48552.29,1,0,-4
-42.05618,64339.98,1,1,-43
-10.56865,-39837.94,1,0,-11
-19.26049,474826.8,0,0,-20
-22.32422,166406.4,0,0,-23
-7.810097,816029.9,0,1,-8
-16.69839,764021.7,0,1,-17
-12.93475,348554.6,0,1,-13
1.181664,546491.8,1,1,1
-17.19782,444729.9,0,0,-18
3.9692,342306.9,0,0,3
-12.17145,-185262.7,0,0,-13
-11.99695,5533.488,1,1,-12
2.387016,45379.48,1,1,2
-13.09683,445030.5,1,0,-14
-30.82365,-53069.97,0,1,-31
-10.87868,76769.84,1,1,-11
-13.95026,446147.4,0,0,-14
-19.87272,534795.3,0,1,-20
3.864944,81953.06,0,1,3
-35.78777,252326.5,0,0,-36
-33.03337,246601.6,0,1,-34
-24.85581,541705.9,0,1,-25
-13.05616,185034.6,0,1,-14
.7955322,57763.9,1,0,0
-5.487221,113203.2,1,1,-6
2.739571,107960.6,1,1,2
-18.26807,32883.31,1,0,-19
6.106339,-184991.1,1,1,6
16.26694,550678.8,1,1,16
-13.71431,343351.1,1,0,-14
-47.30729,48114.36,0,1,-48
-4.515663,406454.8,1,1,-5
.8892212,-269330.2,1,1,0
-3.351753,350958.8,0,0,-4
-1.331024,-206175.8,1,1,-2
9.149635,479939.3,0,0,9
-22.73761,938020.6,0,0,-23
-10.50672,353895.9,0,0,-11
-10.09616,435562.2,0,0,-11
-22.87257,-603784,0,0,-23
-17.57008,253052.9,0,0,-18
-16.91019,59395.07,0,0,-17
-18.42798,353217.3,0,0,-19
-33.92061,474131.8,0,1,-34
-7.264381,392405.4,0,0,-8
1.119484,-231592.8,1,1,1
-12.88513,109616.6,1,1,-13
-1.820778,105464.2,1,1,-2
16.66756,86729.38,1,0,16
-15.84351,213271.1,0,0,-16
-4.060844,73594.15,0,1,-5
-20.09659,71545.66,1,1,-21
.0437317,296276.8,1,0,0
-9.358437,-180954.2,0,1,-10
5.626366,-59469.25,1,0,5
13.11317,654072.9,1,1,13
8.5681,-169232.9,1,1,8
-18.9066,109906.4,0,1,-19
-11.70348,72867.94,0,0,-12
-34.42876,447375.7,0,0,-35
-1.793396,764207.4,0,0,-2
17.66951,-241474.3,1,1,17
